user_id,basket_id,event_time,abandond,discount,,
580211202,13123,2019-12-01 11:25:00,0,0.1,2019-12-01 11:25:00,2019-12-01 11:25:00
478444490,13124,2019-12-01 11:26:00,0,0.25,2019-12-01 11:26:00,2019-12-01 11:26:00
572081598,13066,2019-12-01 11:27:00,0,0,2019-12-01 11:27:00,2019-12-01 11:27:00
242775338,13125,2019-12-01 11:28:00,0,0,2019-12-01 11:28:00,2019-12-01 11:28:00
509211181,13126,2019-12-01 11:28:00,1,0,2019-12-01 11:28:00,2019-12-01 11:28:00
548766126,13127,2019-12-01 11:30:00,0,0,2019-12-01 11:30:00,2019-12-01 11:30:00
580212364,13128,2019-12-01 11:31:00,0,0.1,2019-12-01 11:31:00,2019-12-01 11:31:00
462774706,13129,2019-12-01 11:31:00,0,0.1,2019-12-01 11:31:00,2019-12-01 11:31:00
567728276,13130,2019-12-01 11:32:00,1,0.1,2019-12-01 11:32:00,2019-12-01 11:32:00
355846910,13131,2019-12-01 11:33:00,0,0,2019-12-01 11:33:00,2019-12-01 11:33:00
580148233,13132,2019-12-01 11:33:00,0,0,2019-12-01 11:33:00,2019-12-01 11:33:00
579001974,13133,2019-12-01 11:37:00,1,0,2019-12-01 11:37:00,2019-12-01 11:37:00
428917990,13135,2019-12-01 11:38:00,0,0,2019-12-01 11:38:00,2019-12-01 11:38:00
551323478,13136,2019-12-01 11:38:00,0,0,2019-12-01 11:38:00,2019-12-01 11:38:00
568670693,13137,2019-12-01 11:38:00,0,0.5,2019-12-01 11:38:00,2019-12-01 11:38:00
481643762,13138,2019-12-01 11:40:00,0,0,2019-12-01 11:40:00,2019-12-01 11:40:00
432702813,13139,2019-12-01 11:42:00,0,0.15,2019-12-01 11:42:00,2019-12-01 11:42:00
413975238,13140,2019-12-01 11:49:00,1,0.15,2019-12-01 11:49:00,2019-12-01 11:49:00
541106908,13142,2019-12-01 11:49:00,0,0.25,2019-12-01 11:49:00,2019-12-01 11:49:00
552182624,13143,2019-12-01 11:50:00,0,0,2019-12-01 11:50:00,2019-12-01 11:50:00
579769314,13145,2019-12-01 11:51:00,0,0,2019-12-01 11:51:00,2019-12-01 11:51:00
526497244,13146,2019-12-01 11:52:00,0,0,2019-12-01 11:52:00,2019-12-01 11:52:00
580206959,13147,2019-12-01 11:52:00,0,0.1,2019-12-01 11:52:00,2019-12-01 11:52:00
474001917,13149,2019-12-01 11:56:00,1,0.15,2019-12-01 11:56:00,2019-12-01 11:56:00
536697588,13150,2019-12-01 11:56:00,0,0,2019-12-01 11:56:00,2019-12-01 11:56:00
522537939,13151,2019-12-01 11:59:00,0,0,2019-12-01 11:59:00,2019-12-01 11:59:00
580225307,13152,2019-12-01 12:01:00,0,0,2019-12-01 12:01:00,2019-12-01 12:01:00
580222212,13153,2019-12-01 12:01:00,0,0,2019-12-01 12:01:00,2019-12-01 12:01:00
580209353,13154,2019-12-01 12:02:00,0,0,2019-12-01 12:02:00,2019-12-01 12:02:00
501755422,13156,2019-12-01 12:03:00,0,0,2019-12-01 12:03:00,2019-12-01 12:03:00
465819584,13157,2019-12-01 12:04:00,0,0,2019-12-01 12:04:00,2019-12-01 12:04:00
556128778,13158,2019-12-01 12:05:00,0,0,2019-12-01 12:05:00,2019-12-01 12:05:00
551323478,13159,2019-12-01 12:06:00,0,0,2019-12-01 12:06:00,2019-12-01 12:06:00
377998010,13160,2019-12-01 12:08:00,0,0,2019-12-01 12:08:00,2019-12-01 12:08:00
538300570,13161,2019-12-01 12:09:00,1,0,2019-12-01 12:09:00,2019-12-01 12:09:00
580212486,13162,2019-12-01 12:09:00,0,0.15,2019-12-01 12:09:00,2019-12-01 12:09:00
465987524,13163,2019-12-01 12:09:00,0,0,2019-12-01 12:09:00,2019-12-01 12:09:00
418931100,13164,2019-12-01 12:11:00,0,0,2019-12-01 12:11:00,2019-12-01 12:11:00
578159990,13165,2019-12-01 12:14:00,0,0,2019-12-01 12:14:00,2019-12-01 12:14:00
251717161,13166,2019-12-01 12:17:00,0,0.15,2019-12-01 12:17:00,2019-12-01 12:17:00
554646374,13167,2019-12-01 12:17:00,0,0,2019-12-01 12:17:00,2019-12-01 12:17:00
578366433,13168,2019-12-01 12:18:00,0,0,2019-12-01 12:18:00,2019-12-01 12:18:00
580169873,13169,2019-12-01 12:20:00,0,0,2019-12-01 12:20:00,2019-12-01 12:20:00
574616690,13170,2019-12-01 12:20:00,0,0.1,2019-12-01 12:20:00,2019-12-01 12:20:00
468538015,13172,2019-12-01 12:25:00,0,0.1,2019-12-01 12:25:00,2019-12-01 12:25:00
578508619,13173,2019-12-01 12:26:00,0,0,2019-12-01 12:26:00,2019-12-01 12:26:00
551195949,13174,2019-12-01 12:29:00,0,0,2019-12-01 12:29:00,2019-12-01 12:29:00
580143586,13175,2019-12-01 12:31:00,0,0,2019-12-01 12:31:00,2019-12-01 12:31:00
553483793,13177,2019-12-01 12:32:00,1,0.15,2019-12-01 12:32:00,2019-12-01 12:32:00
544849588,13178,2019-12-01 12:34:00,0,0,2019-12-01 12:34:00,2019-12-01 12:34:00
414477093,13179,2019-12-01 12:36:00,0,0,2019-12-01 12:36:00,2019-12-01 12:36:00
580231727,13180,2019-12-01 12:37:00,0,0,2019-12-01 12:37:00,2019-12-01 12:37:00
365926551,13181,2019-12-01 12:37:00,0,0.25,2019-12-01 12:37:00,2019-12-01 12:37:00
